22.29,179.13
26.09,123.19
45.42,166.56
76.15,274.25
50.23,322.09
119.82,435.81
55.81,247.77
92.81,334.00
41.06,398.65
90.46,319.14
35.39,159.50
91.44,333.88
36.01,146.83
78.21,296.14
48.64,206.71
51.30,199.39
45.41,269.55
28.83,113.43
31.33,124.73
29.54,147.63
25.36,209.19
35.48,137.50
